URL,HTTP status,Title,Description,H1,Canonical,Robots,HTML language,Words including navigation/footer,Schema types
https://semoraai.com/gpa-calculator,200,Free GPA Calculator: Semester & Cumulative GPA | Semora,"A free GPA calculator plus the math behind it: quality points, credit hours, semester vs cumulative GPA, plus/minus scales, and the GPA you need.",GPA Calculator,https://semoraai.com/gpa-calculator,default,en,4146,WebSite; Organization; FAQPage
https://semoraai.com/pomodoro-timer,200,Free Pomodoro Timer for Students — 15/25/45/50 | Semora,"A free Pomodoro timer with 15, 25, 45 and 50 minute focus blocks, plus what the technique actually fixes, when each length fits, and its real limits.",Free Pomodoro Timer for Students,https://semoraai.com/pomodoro-timer,default,en,4638,WebSite; Organization; FAQPage
https://semoraai.com/myhomework-alternative,200,myHomework Student Planner Alternative for College | Semora,"Looking for a myHomework Student Planner alternative? How to choose one for college: the walls students hit, the four kinds of tool, and where Semora fits.",myHomework Student Planner alternative: how to choose the right one,https://semoraai.com/myhomework-alternative,default,en,3982,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/shovel-alternative,200,Shovel Alternative: How to Pick the Right Planner | Semora,"Leaving Shovel? A practical guide to choosing a study planner: the three jobs these apps do, where Semora fits, and the students it fits badly.",Looking for a Shovel alternative? Start with the job you need done,https://semoraai.com/shovel-alternative,default,en,4714,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/studyfetch-alternative,200,StudyFetch Alternative: How to Pick the Right One | Semora,"Looking for a StudyFetch alternative? The criteria that decide it, the four kinds of tool that replace it, and where Semora fits, plus where it does not.","StudyFetch alternatives: choose by the job, not the feature list",https://semoraai.com/studyfetch-alternative,default,en,4367,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/dormway-alternative,200,DormWay Alternative: How to Pick a Syllabus Planner | Semora,"Looking for a DormWay alternative? Compare what each planner is actually for, where Semora fits, where it doesn't, and how to test one in an afternoon.",DormWay alternative: how to choose your next syllabus planner,https://semoraai.com/dormway-alternative,default,en,4001,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/mindgrasp-alternative,200,Mindgrasp Alternative: How to Pick the Right One | Semora,"Looking for a Mindgrasp alternative? The five kinds of tool that compete for the job, how to choose between them, and where Semora fits and where it does not.",Mindgrasp alternatives: choose the tool that matches the job,https://semoraai.com/mindgrasp-alternative,default,en,4384,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/features/syllabus-scanner,200,AI Syllabus Scanner for College Students | Semora,"Turn a syllabus photo, PDF, or pasted text into every deadline, class time, and grade cutoff — and review each item before anything saves.",AI Syllabus Scanner,https://semoraai.com/features/syllabus-scanner,default,en,4096,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/canvas-sync,200,Canvas Sync for Semora — Import Canvas Deadlines,"Canvas Sync imports assignments and due dates free on every plan, using the private Calendar Feed link Canvas already gives you.",Canvas Sync: pull your Canvas assignments into Semora,https://semoraai.com/features/canvas-sync,default,en,3214,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/grade-tracking,200,"Grade Tracking in Semora — Weighted Averages, Free","Enter a score as points or a percentage and Semora keeps a running weighted average: grade categories, dropped lowest grades, a letter, and a GPA estimate.",Grade tracking that follows your syllabus's actual rules,https://semoraai.com/features/grade-tracking,default,en,4241,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/lecture-recording,200,"Lecture Recording — Notes, Quiz and Flashcards | Semora","Record a lecture on your phone. Semora transcribes it and writes structured notes, a practice quiz and a flashcard deck from the same transcript.","Record the lecture. Get the notes, the quiz and the cards.",https://semoraai.com/features/lecture-recording,default,en,1569,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/apple-watch,200,Apple Watch — Deadlines on Your Wrist | Semora,"Semora on Apple Watch shows what is due today and what is overdue, puts the counts on your watch face, and lets you tick a task off from your wrist.","The two numbers that matter, without taking your phone out.",https://semoraai.com/features/apple-watch,default,en,1432,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/smart-plan,200,"Smart Plan: Your Study Schedule, Built | Semora","Smart Plan turns your tracked deadlines into dated, timed study sessions for the next 14 days, placed around your classes and rebuilt each time you open it.","Smart Plan: your study time, already decided",https://semoraai.com/features/smart-plan,default,en,3361,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/ai-tutor,200,AI Tutor: Chat Grounded in Your Syllabus | Semora,"Semora's AI Tutor answers from your course's real syllabus, your live tracked deadlines, and lecture notes you upload. It never invents a due date.",AI Tutor: a study chat that has actually read your course,https://semoraai.com/features/ai-tutor,default,en,3180,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/flashcards,200,Semora Flashcards: AI Decks + Spaced Repetition,"Generate flashcards from your scanned syllabus and uploaded notes, scope a deck to one tracked exam, and review each card on a spaced-repetition schedule.",Flashcards built from the syllabus you already scanned,https://semoraai.com/features/flashcards,default,en,3554,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/collaboration,200,Course Spaces: Share a Course in Semora,"Course Spaces share one course's deadlines and group assignments with classmates over an invite link. Your grades, reminders, and planner stay private.","Course Spaces: one shared course, one private planner",https://semoraai.com/features/collaboration,default,en,3463,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/features/focus-timer,200,Semora Focus Timer: Pomodoro Study Blocks,"Semora's Focus Timer runs 15, 25, 45, or 50-minute focus blocks with 5, 10, or 15-minute breaks, keeps time in the background, and alerts you when each ends.",Focus Timer: Pomodoro-Style Study Blocks Linked to Your Real Coursework,https://semoraai.com/features/focus-timer,default,en,3803,WebSite; Organization; BreadcrumbList; FAQPage
https://semoraai.com/ai-syllabus-scanner,200,AI Syllabus Scanner: Photo or PDF to Calendar | Semora,"Semora is an AI syllabus scanner that automatically turns a syllabus photo or PDF into a full calendar of deadlines, grades, and class times.",AI Syllabus Scanner: Turn a Syllabus Photo into a Full Semester Calendar,https://semoraai.com/ai-syllabus-scanner,default,en,4386,WebSite; Organization; FAQPage
https://semoraai.com/ai-study-planner-for-college,200,AI Study Planner for College Students | Semora,"Semora is an AI study planner for college students: scan your syllabus and get tracked deadlines, calculated grades, and an adaptive study schedule.","An AI Study Planner for College Students, Built From Your Syllabus",https://semoraai.com/ai-study-planner-for-college,default,en,3678,WebSite; Organization; FAQPage
https://semoraai.com/canvas-deadline-tracker,200,Canvas Deadline Tracker: Grades and Reminders | Semora,"Semora is a Canvas deadline tracker app. Import Canvas assignments on Pro, or scan your syllabus free, with grade tracking, reminders, and a real study plan.","A Canvas Deadline Tracker App That Adds Grades, Reminders, and an Actual Study Plan",https://semoraai.com/canvas-deadline-tracker,default,en,2047,WebSite; Organization; FAQPage
https://semoraai.com/assignment-tracker-app,200,Assignment Tracker App for College Students | Semora,"An assignment tracker that fills itself from your syllabus: every deadline, its weight, and a running grade. Free tier, no credit card, iPhone, iPad and web.",An Assignment Tracker That Fills Itself In,https://semoraai.com/assignment-tracker-app,default,en,1932,WebSite; Organization; FAQPage
https://semoraai.com/blackboard-assignment-tracker,200,Blackboard Assignment Tracker: Deadlines and Grades | Semora,"Track Blackboard coursework with real reminders and weighted grades. Import free where your institution permits it, or scan your syllabus.",A Blackboard Assignment Tracker With Reminders and a Real Grade,https://semoraai.com/blackboard-assignment-tracker,default,en,1695,WebSite; Organization; FAQPage
https://semoraai.com/ai-flashcard-generator,200,AI Flashcard Generator From Your Syllabus and Notes | Semora,"Generate a flashcard deck from a course's own syllabus and lecture notes, focused on one exam if you want, then review it on a spaced-repetition schedule.",An AI Flashcard Generator That Already Has Your Material,https://semoraai.com/ai-flashcard-generator,default,en,1952,WebSite; Organization; FAQPage
https://semoraai.com/ai-tutor-for-college-students,200,"AI Tutor for College Students, Grounded in Your Course | Semora","An AI tutor that answers from your own syllabus, tracked deadlines and uploaded lecture notes, cites what it used, and never invents a due date.",An AI Tutor That Knows Which Course You Are In,https://semoraai.com/ai-tutor-for-college-students,default,en,1805,WebSite; Organization; FAQPage
https://semoraai.com/compare/dormway,200,Semora vs DormWay: Syllabus Planner Comparison (2026),"Compare Semora and DormWay on syllabus scanning, Canvas sync, grade tracking, and study planning to find the right college planner for your semester.",Semora vs DormWay: which is right for you?,https://semoraai.com/compare/dormway,default,en,4075,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/compare/shovel,200,Semora vs Shovel: Syllabus Scanning & Canvas Sync,"Compare Semora and Shovel: syllabus scanning, Canvas sync, grade tracking, study planning, and pricing side by side to find the right app for your semester.",Semora vs Shovel: which is right for you?,https://semoraai.com/compare/shovel,default,en,2288,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/compare/studyfetch,200,Semora vs StudyFetch: Which Study App Fits You?,"Semora vs StudyFetch compared: syllabus-to-calendar automation, Canvas sync, grade tracking, study planning, pricing, and platforms.",Semora vs StudyFetch: which is right for you?,https://semoraai.com/compare/studyfetch,default,en,2017,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/compare/mindgrasp,200,Semora vs Mindgrasp: Which AI Study App Fits You?,"Compare Semora and Mindgrasp: syllabus deadline tracking and Canvas sync vs. AI notes and flashcards from any file. Features, pricing, platforms.",Semora vs Mindgrasp: which is right for you?,https://semoraai.com/compare/mindgrasp,default,en,4236,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/compare/taskade,200,Semora vs Taskade: Syllabus & Deadline Tracking,"Semora turns a syllabus into deadlines, grades, and a schedule for students. Taskade is a general AI workspace for teams. Compare features and pricing.",Semora vs Taskade: which is right for you?,https://semoraai.com/compare/taskade,default,en,3954,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/compare/studley-ai,200,Semora vs Studley AI: Which Study App Is Right for You?,"Compare Semora and Studley AI: syllabus-driven deadline and grade tracking vs. AI flashcards, quizzes, and podcasts generated from uploaded study material.",Semora vs Studley AI: which is right for you?,https://semoraai.com/compare/studley-ai,default,en,3280,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/compare/myhomework,200,Semora vs myHomework: Which Planner Fits You?,"Compare Semora and myHomework Student Planner: AI syllabus scanning and grade tracking vs. a manually-entered, cross-platform planner with LMS import.",Semora vs myHomework Student Planner: which is right for you?,https://semoraai.com/compare/myhomework,default,en,3800,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/blog/syllabus-to-semester-calendar,200,How to Turn a Syllabus Into a Semester Calendar | Semora,"A step-by-step guide to converting a course syllabus into a working semester calendar, plus how Semora automates the whole process.",How to Turn a Syllabus Into a Semester Calendar,https://semoraai.com/blog/syllabus-to-semester-calendar,default,en,3172,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/best-college-deadline-tracking-apps-2026,200,Best Apps for Tracking College Deadlines in 2026 | Semora,"A practical look at how different deadline-tracking approaches — paper planners, generic to-do apps, and syllabus-aware tools — hold up for a full course load.",Best Apps for Tracking College Deadlines in 2026,https://semoraai.com/blog/best-college-deadline-tracking-apps-2026,default,en,3434,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/canvas-deadline-reminders,200,Does Canvas Remind You Before Deadlines? | Semora,"Canvas tells you when a due date is set or changed, but has no 'remind me 3 days before' option. How to check your notification settings — and what to add.",Canvas Doesn't Remind You Before Deadlines — Here's How to Fix That,https://semoraai.com/blog/canvas-deadline-reminders,default,en,2767,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/pomodoro-technique-between-classes,200,Pomodoro Between Classes: A College Schedule | Semora,"How to adapt the Pomodoro technique to the actual gaps in a college schedule, instead of the idealized unbroken hours it assumes.",The Pomodoro Technique Between Classes: A Real Schedule for College Students,https://semoraai.com/blog/pomodoro-technique-between-classes,default,en,2967,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/finals-week-study-plan,200,How to Build a Study Plan for Finals Week | Semora,"A framework for planning finals week around exam density and weighting, and how Semora surfaces the weeks that need the plan most.",How to Build a Study Plan for Finals Week,https://semoraai.com/blog/finals-week-study-plan,default,en,2595,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/best-ai-study-apps-for-college-2026,200,The Best AI Study Apps for College Students in 2026 | Semora,"Seven AI study apps compared on what they actually do — syllabus scanning, flashcards, tutoring, grade tracking — plus which category fits which problem.",The Best AI Study Apps for College Students in 2026,https://semoraai.com/blog/best-ai-study-apps-for-college-2026,default,en,4616,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/ai-flashcards-from-lecture-notes,200,How to Make Flashcards From Your Lecture Notes With AI | Semora,"What makes an AI-generated flashcard worth reviewing, how spaced repetition decides when you see it again, and how the tools compare on where the cards come from.",How to Make Flashcards From Your Lecture Notes With AI,https://semoraai.com/blog/ai-flashcards-from-lecture-notes,default,en,3363,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/grade-needed-on-final-exam,200,What Grade Do I Need on My Final Exam? | Semora,"The formula for the score you need on a final, worked through with real weightings, plus the four ways students get the answer wrong.",What Grade Do I Need on My Final Exam?,https://semoraai.com/blog/grade-needed-on-final-exam,default,en,3320,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/what-assignment-weights-mean,200,"What ""Worth 20% of Your Grade"" Actually Means | Semora","Assignment weights decide your course grade, not the points on the page. The arithmetic, worked through, and the four ways a gradebook percentage misleads you.","What ""Worth 20% of Your Grade"" Actually Means",https://semoraai.com/blog/what-assignment-weights-mean,default,en,2092,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/first-two-weeks-of-semester,200,The First Two Weeks of the Semester: What to Set Up Now | Semora,"Weeks one and two are the only quiet stretch of the term. Five things worth doing while they last, including the deadline most students find out about too late.",The First Two Weeks of the Semester: What to Set Up Now,https://semoraai.com/blog/first-two-weeks-of-semester,default,en,1989,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/blog/how-to-study-for-midterms,200,How to Study for Midterms When Three Land in One Week | Semora,"Midterms collide in a way finals do not, and the hard part is allocation rather than studying. How to decide where the hours go, with the arithmetic.",How to Study for Midterms When Three Land in One Week,https://semoraai.com/blog/how-to-study-for-midterms,default,en,1862,WebSite; Organization; BreadcrumbList; Article; FAQPage
https://semoraai.com/es,200,Organiza tu semestre con IA | Semora,"Convierte una foto o PDF del programa de tu materia en tareas, exámenes, horarios y calificaciones organizadas. Empieza gratis con Semora.",Sube el programa. Ten todo el semestre bajo control.,https://semoraai.com/es,default,es,3281,WebSite; Organization; SoftwareApplication; FAQPage
https://semoraai.com/es/acerca-de,200,Acerca de Semora,"Descubre cómo Semora organiza programas de clase, entregas, calificaciones y tiempo de estudio para estudiantes universitarios.",Menos tiempo organizando. Más tiempo aprendiendo.,https://semoraai.com/es/acerca-de,default,es,1940,WebSite; Organization; FAQPage
https://semoraai.com/es/descargar,200,"Descargar Semora — iPhone, iPad, Apple Watch y web","Instala Semora en iPhone, iPad y Apple Watch, o ábrela en cualquier navegador. Una sola cuenta mantiene sincronizadas tus entregas, calificaciones y materias. Android, Wear OS y Mac están en desarrollo.",Una cuenta. Todos tus dispositivos.,https://semoraai.com/es/descargar,default,es,1444,WebSite; Organization; FAQPage
https://semoraai.com/es/funciones,200,Funciones de Semora,"Escaneo de programas con IA, calificaciones ponderadas, Plan Inteligente, Tutor, tarjetas y Canvas. Lo que hace cada función y qué es gratis.",Todo lo que necesitas para organizar el semestre,https://semoraai.com/es/funciones,default,es,4841,WebSite; Organization; ItemList; FAQPage
https://semoraai.com/es/precios,200,Precios de Semora,"Empieza gratis. Semora Pro cuesta $3.99 al mes o $19.99 al año e incluye planificación, IA, LMS y herramientas avanzadas.",Precios simples para un semestre real,https://semoraai.com/es/precios,default,es,2181,WebSite; Organization; FAQPage
https://semoraai.com/es/ayuda,200,Ayuda de Semora,"Respuestas en español sobre el escaneo de programas, cuentas, suscripciones, calificaciones y sincronización, además de contacto directo.",¿Cómo podemos ayudarte?,https://semoraai.com/es/ayuda,default,es,1852,WebSite; Organization; FAQPage
https://semoraai.com/es/privacidad,200,Política de privacidad | Semora,"Cómo Semora recopila, usa, protege y elimina tu información académica y personal.",Política de privacidad,https://semoraai.com/es/privacidad,default,es,1382,WebSite; Organization
https://semoraai.com/es/terminos,200,Términos de servicio | Semora,"Los términos que rigen el uso de Semora, sus funciones con IA y las suscripciones de Semora Pro.",Términos de servicio,https://semoraai.com/es/terminos,default,es,977,WebSite; Organization
https://semoraai.com/es/blog,200,Guías universitarias de Semora,"Guías en español sobre programas, fechas, GPA, Canvas, Pomodoro y planificación de finales.",Guías para un semestre más claro,https://semoraai.com/es/blog,default,es,1460,WebSite; Organization; Blog; FAQPage
https://semoraai.com/es/comparar,200,Comparar Semora con otras apps para estudiantes,"Compara Semora con Shovel, StudyFetch, Mindgrasp, Taskade, DormWay, Studley AI y myHomework.",Compara según el problema que de verdad necesitas resolver,https://semoraai.com/es/comparar,default,es,2245,WebSite; Organization; ItemList; FAQPage
https://semoraai.com/es/calculadora-gpa,200,Calculadora de GPA gratis | Semora,Calcula tu GPA universitario por créditos y entiende los puntos de calidad con una herramienta gratis.,Calculadora de GPA por créditos,https://semoraai.com/es/calculadora-gpa,default,es,2213,WebSite; Organization; FAQPage
https://semoraai.com/es/temporizador-pomodoro,200,Temporizador Pomodoro gratis para estudiantes | Semora,"Temporizador de concentración con sesiones de 15, 25, 45 o 50 minutos y descansos ajustables.",Temporizador Pomodoro para estudiar entre clases,https://semoraai.com/es/temporizador-pomodoro,default,es,2231,WebSite; Organization; FAQPage
https://semoraai.com/es/escaner-de-programa-de-estudios,200,Escáner de programas de clase con IA | Semora,"Extrae tareas, exámenes, horarios y ponderaciones a partir de fotos, PDFs o texto, y revisa todo antes de guardar.",Convierte el programa de una materia en un semestre organizado,https://semoraai.com/es/escaner-de-programa-de-estudios,default,es,2065,WebSite; Organization; FAQPage
https://semoraai.com/es/planificador-de-estudio-con-ia,200,Planificador de estudio con IA para la universidad | Semora,"Crea un plan adaptativo desde tus fechas reales, hábitos, exámenes, calificaciones y tiempo disponible.",Un plan de estudio que aprende de tu semestre,https://semoraai.com/es/planificador-de-estudio-con-ia,default,es,1985,WebSite; Organization; FAQPage
https://semoraai.com/es/seguimiento-de-fechas-de-canvas,200,Seguimiento de fechas de Canvas | Semora,"Importa tareas y calificaciones de Canvas, revisa el historial y actualiza recordatorios cuando cambian las fechas.",Haz que las fechas de Canvas formen parte de tu plan completo,https://semoraai.com/es/seguimiento-de-fechas-de-canvas,default,es,1665,WebSite; Organization; FAQPage
https://semoraai.com/es/app-para-seguir-tareas,200,App para seguir tareas de la universidad | Semora,"Una app de seguimiento de tareas que se rellena desde el programa: cada entrega con su ponderación y una nota ponderada al día. Plan gratuito, sin tarjeta.",Una app de tareas que se rellena sola,https://semoraai.com/es/app-para-seguir-tareas,default,es,2051,WebSite; Organization; FAQPage
https://semoraai.com/es/seguimiento-de-tareas-de-blackboard,200,Seguimiento de tareas de Blackboard | Semora,"Sigue el trabajo de Blackboard con recordatorios reales y notas ponderadas. Importación gratis donde tu institución la permita, o escaneo del programa.",Un seguimiento de Blackboard con recordatorios y una nota de verdad,https://semoraai.com/es/seguimiento-de-tareas-de-blackboard,default,es,1788,WebSite; Organization; FAQPage
https://semoraai.com/es/generador-de-tarjetas-con-ia,200,Generador de tarjetas de estudio con IA | Semora,"Genera un mazo a partir del programa y los apuntes del propio curso, enfocado en un examen concreto si quieres, y repásalo con repetición espaciada.",Un generador de tarjetas que ya tiene tu material,https://semoraai.com/es/generador-de-tarjetas-con-ia,default,es,2026,WebSite; Organization; FAQPage
https://semoraai.com/es/tutor-con-ia-para-universitarios,200,Tutor con IA para estudiantes universitarios | Semora,"Un tutor con IA que responde desde tu propio programa, tus fechas registradas y tus apuntes subidos, cita lo que usó y nunca inventa una fecha de entrega.",Un tutor con IA que sabe en qué materia estás,https://semoraai.com/es/tutor-con-ia-para-universitarios,default,es,1870,WebSite; Organization; FAQPage
https://semoraai.com/es/funciones/escaner-de-programas,200,Escaneo de programas con IA | Semora,"Convierte una foto o un PDF en fechas de entrega, horarios y criterios de evaluación organizados.",Escaneo de programas con IA,https://semoraai.com/es/funciones/escaner-de-programas,default,es,3097,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/calificaciones,200,Seguimiento de calificaciones | Semora,Conoce tu promedio ponderado y qué calificación necesitas en lo que queda del semestre.,Seguimiento de calificaciones,https://semoraai.com/es/funciones/calificaciones,default,es,3282,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/plan-inteligente,200,Plan Inteligente | Semora,Un horario de estudio que se reajusta cuando cambian tus fechas.,Plan Inteligente,https://semoraai.com/es/funciones/plan-inteligente,default,es,2679,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/tarjetas-de-estudio,200,Tarjetas de estudio | Semora,Genera tarjetas a partir de tus apuntes y repásalas con repetición espaciada.,Tarjetas de estudio,https://semoraai.com/es/funciones/tarjetas-de-estudio,default,es,2451,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/temporizador-de-enfoque,200,Temporizador de concentración | Semora,Sesiones Pomodoro que se adaptan a los espacios entre clases.,Temporizador de concentración,https://semoraai.com/es/funciones/temporizador-de-enfoque,default,es,2480,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/tutor-con-ia,200,Tutor con IA | Semora,"Respuestas, práctica y recomendaciones basadas en tus cursos reales.",Tutor con IA,https://semoraai.com/es/funciones/tutor-con-ia,default,es,2333,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/espacios-de-curso,200,Espacios de curso | Semora,Comparte fechas y trabajos de grupo con tus compañeros en tiempo real.,Espacios de curso,https://semoraai.com/es/funciones/espacios-de-curso,default,es,2262,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/sincronizacion-canvas,200,Sincronización con Canvas | Semora,"Importa tus tareas de Canvas, Blackboard o Moodle y mantenlas al día cuando cambien.",Sincronización con Canvas,https://semoraai.com/es/funciones/sincronizacion-canvas,default,es,2655,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/grabacion-de-clases,200,Grabación de clases | Semora,"Graba una clase y recibe la transcripción, apuntes escritos, un cuestionario de práctica y un mazo de tarjetas.",Grabación de clases,https://semoraai.com/es/funciones/grabacion-de-clases,default,es,1502,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/funciones/apple-watch,200,Apple Watch | Semora,"Lo que vence hoy y lo que llevas atrasado, en la muñeca y en la esfera del reloj, y puedes marcar una tarea desde ahí.",Apple Watch,https://semoraai.com/es/funciones/apple-watch,default,es,1586,WebSite; Organization; FAQPage; BreadcrumbList
https://semoraai.com/es/blog/convertir-programa-en-calendario,200,Convertir un programa en calendario del semestre | Semora,"Un método paso a paso para extraer fechas, horarios y ponderaciones de un programa y convertirlos en un plan útil.",Cómo convertir el programa de una materia en un calendario del semestre,https://semoraai.com/es/blog/convertir-programa-en-calendario,default,es,3456,WebSite; Organization; Article; FAQPage; BreadcrumbList
https://semoraai.com/es/blog/mejores-apps-fechas-universidad-2026,200,Apps para controlar entregas universitarias (2026) | Semora,"Qué buscar en un planificador y cómo comparar la entrada manual, la conexión con un LMS y el escaneo del programa.",Las mejores apps para controlar las entregas universitarias en 2026,https://semoraai.com/es/blog/mejores-apps-fechas-universidad-2026,default,es,3472,WebSite; Organization; Article; FAQPage; BreadcrumbList
https://semoraai.com/es/blog/recordatorios-fechas-canvas,200,Cómo recibir mejores recordatorios de Canvas | Semora,Por qué algunas notificaciones pasan desapercibidas y cómo convertir los cambios de Canvas en recordatorios útiles.,Cómo recibir mejores recordatorios de Canvas,https://semoraai.com/es/blog/recordatorios-fechas-canvas,default,es,3052,WebSite; Organization; Article; FAQPage; BreadcrumbList
https://semoraai.com/es/blog/tecnica-pomodoro-entre-clases,200,La técnica Pomodoro entre clases | Semora,Cómo adaptar tus sesiones de concentración a los huecos reales de un horario universitario.,La técnica Pomodoro entre clases,https://semoraai.com/es/blog/tecnica-pomodoro-entre-clases,default,es,3389,WebSite; Organization; Article; FAQPage; BreadcrumbList
https://semoraai.com/es/blog/plan-de-estudio-para-finales,200,Cómo crear un plan de estudio para finales | Semora,"Prioriza según la fecha, el peso de cada evaluación, tu dominio del tema y el tiempo disponible, sin sobrecargar los últimos días.",Cómo crear un plan de estudio para finales,https://semoraai.com/es/blog/plan-de-estudio-para-finales,default,es,2979,WebSite; Organization; Article; FAQPage; BreadcrumbList
https://semoraai.com/es/blog/mejores-apps-de-estudio-con-ia-2026,200,Apps de estudio con IA para universitarios (2026) | Semora,"Siete apps comparadas por escaneo de programas, tarjetas, tutoría, planificación y seguimiento de calificaciones.",Las mejores apps de estudio con IA para universitarios en 2026,https://semoraai.com/es/blog/mejores-apps-de-estudio-con-ia-2026,default,es,5091,WebSite; Organization; Article; FAQPage; BreadcrumbList
